id,OrderID,price,quantity,Discount,order_date,product_Id,customer_Id,shipper_Id,employee_Id,supplier_Id,category_Id
31,10258,17.00,65,0.20,1996-07-17,5,ERNSH,1,1,2,2
32,10258,25.60,6,0.20,1996-07-17,32,ERNSH,1,1,14,4
33,10259,8.00,10,0.00,1996-07-18,21,CENTC,3,4,8,3
34,10259,20.80,1,0.00,1996-07-18,37,CENTC,3,4,17,8
35,10260,7.70,16,0.25,1996-07-19,41,OTTIK,1,4,19,8
36,10260,15.60,50,0.00,1996-07-19,57,OTTIK,1,4,26,5
37,10260,39.40,15,0.25,1996-07-19,62,OTTIK,1,4,29,3
38,10260,12.00,21,0.25,1996-07-19,70,OTTIK,1,4,7,1
39,10261,8.00,20,0.00,1996-07-19,21,QUEDE,2,4,8,3
40,10261,14.40,20,0.00,1996-07-19,35,QUEDE,2,4,16,1
41,10262,17.00,12,0.20,1996-07-22,5,RATTC,3,8,2,2
42,10262,24.00,15,0.00,1996-07-22,7,RATTC,3,8,3,7
43,10262,30.40,2,0.00,1996-07-22,56,RATTC,3,8,26,5
44,10263,13.90,60,0.25,1996-07-23,16,ERNSH,3,9,7,3
45,10263,3.60,28,0.00,1996-07-23,24,ERNSH,3,9,10,1
46,10263,20.70,60,0.25,1996-07-23,30,ERNSH,3,9,13,8
47,10263,8.00,36,0.25,1996-07-23,74,ERNSH,3,9,4,7
48,10264,15.20,35,0.00,1996-07-24,2,FOLKO,3,6,1,1
49,10264,7.70,25,0.15,1996-07-24,41,FOLKO,3,6,19,8
50,10265,31.20,30,0.00,1996-07-25,17,BLONP,1,2,7,6
51,10265,12.00,20,0.00,1996-07-25,70,BLONP,1,2,7,1
52,10266,30.40,12,0.05,1996-07-26,12,WARTH,3,3,5,4
53,10267,14.70,50,0.00,1996-07-29,40,FRANK,1,4,19,8
54,10267,44.00,70,0.15,1996-07-29,59,FRANK,1,4,28,4
55,10267,14.40,15,0.15,1996-07-29,76,FRANK,1,4,23,1
56,10268,99.00,10,0.00,1996-07-30,29,GROSR,3,8,12,6
57,10268,27.80,4,0.00,1996-07-30,72,GROSR,3,8,14,4
58,10269,2.00,60,0.05,1996-07-31,33,WHITC,1,5,15,4
59,10269,27.80,20,0.05,1996-07-31,72,WHITC,1,5,14,4
60,10270,15.20,30,0.00,1996-08-01,36,WARTH,1,1,17,8
61,10270,36.80,25,0.00,1996-08-01,43,WARTH,1,1,20,1
62,10271,2.00,24,0.00,1996-08-01,33,SPLIR,2,6,15,4
63,10272,64.80,6,0.00,1996-08-02,20,RATTC,2,6,8,3
64,10272,10.00,40,0.00,1996-08-02,31,RATTC,2,6,14,4
65,10272,27.80,24,0.00,1996-08-02,72,RATTC,2,6,14,4
66,10273,24.80,24,0.05,1996-08-05,10,QUICK,3,3,4,8
67,10273,10.00,15,0.05,1996-08-05,31,QUICK,3,3,14,4
68,10273,2.00,20,0.00,1996-08-05,33,QUICK,3,3,15,4
69,10273,14.70,60,0.05,1996-08-05,40,QUICK,3,3,19,8
70,10273,14.40,33,0.05,1996-08-05,76,QUICK,3,3,23,1
71,10274,17.20,20,0.00,1996-08-06,71,VINET,1,6,15,4
72,10274,27.80,7,0.00,1996-08-06,72,VINET,1,6,14,4
73,10275,3.60,12,0.05,1996-08-07,24,MAGAA,1,1,10,1
74,10275,44.00,6,0.05,1996-08-07,59,MAGAA,1,1,28,4
75,10276,24.80,15,0.00,1996-08-08,10,TORTU,3,8,4,8
76,10276,4.80,10,0.00,1996-08-08,13,TORTU,3,8,6,8
77,10277,36.40,20,0.00,1996-08-09,28,MORGK,3,2,12,7
78,10277,39.40,12,0.00,1996-08-09,62,MORGK,3,2,29,3
79,10278,15.50,16,0.00,1996-08-12,44,BERGS,2,8,20,2
80,10278,44.00,15,0.00,1996-08-12,59,BERGS,2,8,28,4
81,10278,35.10,8,0.00,1996-08-12,63,BERGS,2,8,7,2
82,10278,12.00,25,0.00,1996-08-12,73,BERGS,2,8,17,8
83,10279,31.20,15,0.25,1996-08-13,17,LEHMS,2,8,7,6
84,10280,3.60,12,0.00,1996-08-14,24,BERGS,1,2,10,1
85,10280,19.20,20,0.00,1996-08-14,55,BERGS,1,2,25,6
86,10280,6.20,30,0.00,1996-08-14,75,BERGS,1,2,12,1
87,10281,7.30,1,0.00,1996-08-14,19,ROMEY,1,4,8,3
88,10281,3.60,6,0.00,1996-08-14,24,ROMEY,1,4,10,1
89,10281,14.40,4,0.00,1996-08-14,35,ROMEY,1,4,16,1
90,10282,20.70,6,0.00,1996-08-15,30,ROMEY,1,4,13,8
91,10282,15.60,2,0.00,1996-08-15,57,ROMEY,1,4,26,5
92,10283,12.40,20,0.00,1996-08-16,15,LILAS,3,3,6,2
93,10283,7.30,18,0.00,1996-08-16,19,LILAS,3,3,8,3
94,10283,27.20,35,0.00,1996-08-16,60,LILAS,3,3,28,4
95,10283,27.80,3,0.00,1996-08-16,72,LILAS,3,3,14,4
96,10284,35.10,15,0.25,1996-08-19,27,LEHMS,1,4,11,3
97,10284,15.50,21,0.00,1996-08-19,44,LEHMS,1,4,20,2
98,10284,27.20,20,0.25,1996-08-19,60,LEHMS,1,4,28,4
99,10284,11.20,5,0.25,1996-08-19,67,LEHMS,1,4,16,1
100,10285,14.40,45,0.20,1996-08-20,1,QUICK,2,1,1,1
101,10285,14.70,40,0.20,1996-08-20,40,QUICK,2,1,19,8
102,10285,26.20,36,0.20,1996-08-20,53,QUICK,2,1,24,6
103,10286,14.40,100,0.00,1996-08-21,35,QUICK,3,8,16,1
104,10286,39.40,40,0.00,1996-08-21,62,QUICK,3,8,29,3
105,10287,13.90,40,0.15,1996-08-22,16,RICAR,3,8,7,3
106,10287,11.20,20,0.00,1996-08-22,34,RICAR,3,8,16,1
107,10287,9.60,15,0.15,1996-08-22,46,RICAR,3,8,21,8
108,10288,5.90,10,0.10,1996-08-23,54,REGGC,1,4,25,6
109,10288,10.00,3,0.10,1996-08-23,68,REGGC,1,4,8,3
110,10289,8.00,30,0.00,1996-08-26,3,BSBEV,3,7,1,2
111,10289,26.60,9,0.00,1996-08-26,64,BSBEV,3,7,12,5
112,10290,17.00,20,0.00,1996-08-27,5,COMMI,1,8,2,2
113,10290,99.00,15,0.00,1996-08-27,29,COMMI,1,8,12,6
114,10290,16.00,15,0.00,1996-08-27,49,COMMI,1,8,23,3
115,10290,10.40,10,0.00,1996-08-27,77,COMMI,1,8,12,2
116,10291,4.80,20,0.10,1996-08-27,13,QUEDE,2,6,6,8
117,10291,15.50,24,0.10,1996-08-27,44,QUEDE,2,6,20,2
118,10291,42.40,2,0.10,1996-08-27,51,QUEDE,2,6,24,7
119,10292,64.80,20,0.00,1996-08-28,20,TRADH,2,1,8,3
120,10293,50.00,12,0.00,1996-08-29,18,TORTU,3,1,7,8
121,10293,3.60,10,0.00,1996-08-29,24,TORTU,3,1,10,1
122,10293,35.10,5,0.00,1996-08-29,63,TORTU,3,1,7,2
123,10293,6.20,6,0.00,1996-08-29,75,TORTU,3,1,12,1
124,10294,14.40,18,0.00,1996-08-30,1,RATTC,2,4,1,1
125,10294,31.20,15,0.00,1996-08-30,17,RATTC,2,4,7,6
126,10294,36.80,15,0.00,1996-08-30,43,RATTC,2,4,20,1
127,10294,27.20,21,0.00,1996-08-30,60,RATTC,2,4,28,4
128,10294,6.20,6,0.00,1996-08-30,75,RATTC,2,4,12,1
129,10295,30.40,4,0.00,1996-09-02,56,VINET,2,2,26,5
130,10296,16.80,12,0.00,1996-09-03,11,LILAS,1,6,5,4
131,10296,13.90,30,0.00,1996-09-03,16,LILAS,1,6,7,3
132,10296,28.80,15,0.00,1996-09-03,69,LILAS,1,6,15,4
133,10297,14.40,60,0.00,1996-09-04,39,BLONP,2,5,18,1
134,10297,27.80,20,0.00,1996-09-04,72,BLONP,2,5,14,4
135,10298,15.20,40,0.00,1996-09-05,2,HUNGO,2,6,1,1
136,10298,15.20,40,0.25,1996-09-05,36,HUNGO,2,6,17,8
137,10298,44.00,30,0.25,1996-09-05,59,HUNGO,2,6,28,4
138,10298,39.40,15,0.00,1996-09-05,62,HUNGO,2,6,29,3
139,10299,7.30,15,0.00,1996-09-06,19,RICAR,2,4,8,3
140,10299,12.00,20,0.00,1996-09-06,70,RICAR,2,4,7,1
141,10300,13.60,30,0.00,1996-09-09,66,MAGAA,2,2,2,2
142,10300,10.00,20,0.00,1996-09-09,68,MAGAA,2,2,8,3
143,10301,14.70,10,0.00,1996-09-09,40,WANDK,2,8,19,8
144,10301,30.40,20,0.00,1996-09-09,56,WANDK,2,8,26,5
145,10302,31.20,40,0.00,1996-09-10,17,SUPRD,2,4,7,6
146,10302,36.40,28,0.00,1996-09-10,28,SUPRD,2,4,12,7
147,10302,36.80,12,0.00,1996-09-10,43,SUPRD,2,4,20,1
148,10303,14.70,40,0.10,1996-09-11,40,GODOS,2,7,19,8
149,10303,16.80,30,0.10,1996-09-11,65,GODOS,2,7,2,2
150,10303,10.00,15,0.10,1996-09-11,68,GODOS,2,7,8,3
151,10304,16.00,30,0.00,1996-09-12,49,TORTU,2,1,23,3
152,10304,44.00,10,0.00,1996-09-12,59,TORTU,2,1,28,4
153,10304,17.20,2,0.00,1996-09-12,71,TORTU,2,1,15,4
154,10305,50.00,25,0.10,1996-09-13,18,OLDWO,3,8,7,8
155,10305,99.00,25,0.10,1996-09-13,29,OLDWO,3,8,12,6
156,10305,14.40,30,0.10,1996-09-13,39,OLDWO,3,8,18,1
157,10306,20.70,10,0.00,1996-09-16,30,ROMEY,3,1,13,8
158,10306,26.20,10,0.00,1996-09-16,53,ROMEY,3,1,24,6
159,10306,5.90,5,0.00,1996-09-16,54,ROMEY,3,1,25,6
160,10307,39.40,10,0.00,1996-09-17,62,LONEP,2,2,29,3
161,10307,10.00,3,0.00,1996-09-17,68,LONEP,2,2,8,3
162,10308,28.80,1,0.00,1996-09-18,69,ANATR,3,7,15,4
163,10308,12.00,5,0.00,1996-09-18,70,ANATR,3,7,7,1
164,10309,17.60,20,0.00,1996-09-19,4,HUNGO,1,3,2,2
165,10309,20.00,30,0.00,1996-09-19,6,HUNGO,1,3,3,2
166,10309,11.20,2,0.00,1996-09-19,42,HUNGO,1,3,20,5
167,10309,36.80,20,0.00,1996-09-19,43,HUNGO,1,3,20,1
168,10309,17.20,3,0.00,1996-09-19,71,HUNGO,1,3,15,4
169,10310,13.90,10,0.00,1996-09-20,16,THEBI,2,8,7,3
170,10310,39.40,5,0.00,1996-09-20,62,THEBI,2,8,29,3
171,10311,11.20,6,0.00,1996-09-20,42,DUMON,3,1,20,5
172,10311,28.80,7,0.00,1996-09-20,69,DUMON,3,1,15,4
173,10312,36.40,4,0.00,1996-09-23,28,WANDK,2,2,12,7
174,10312,36.80,24,0.00,1996-09-23,43,WANDK,2,2,20,1
175,10312,26.20,20,0.00,1996-09-23,53,WANDK,2,2,24,6
176,10312,6.20,10,0.00,1996-09-23,75,WANDK,2,2,12,1
177,10313,15.20,12,0.00,1996-09-24,36,QUICK,2,2,17,8
178,10314,25.60,40,0.10,1996-09-25,32,RATTC,2,1,14,4
179,10314,10.60,30,0.10,1996-09-25,58,RATTC,2,1,27,8
180,10314,39.40,25,0.10,1996-09-25,62,RATTC,2,1,29,3
181,10315,11.20,14,0.00,1996-09-26,34,ISLAT,2,4,16,1
182,10315,12.00,30,0.00,1996-09-26,70,ISLAT,2,4,7,1
183,10316,7.70,10,0.00,1996-09-27,41,RATTC,3,1,19,8
184,10316,39.40,70,0.00,1996-09-27,62,RATTC,3,1,29,3
185,10317,14.40,20,0.00,1996-09-30,1,LONEP,1,6,1,1
186,10318,7.70,20,0.00,1996-10-01,41,ISLAT,2,8,19,8
187,10318,14.40,6,0.00,1996-10-01,76,ISLAT,2,8,23,1
188,10319,31.20,8,0.00,1996-10-02,17,TORTU,3,7,7,6
189,10319,36.40,14,0.00,1996-10-02,28,TORTU,3,7,12,7
190,10319,14.40,30,0.00,1996-10-02,76,TORTU,3,7,23,1
191,10320,17.20,30,0.00,1996-10-03,71,WARTH,3,5,15,4
192,10321,14.40,10,0.00,1996-10-03,35,ISLAT,2,3,16,1
193,10322,5.60,20,0.00,1996-10-04,52,PERIC,3,7,24,5
194,10323,12.40,5,0.00,1996-10-07,15,KOENE,1,4,6,2
195,10323,11.20,4,0.00,1996-10-07,25,KOENE,1,4,11,3
196,10323,14.40,4,0.00,1996-10-07,39,KOENE,1,4,18,1
197,10324,13.90,21,0.15,1996-10-08,16,SAVEA,1,9,7,3
198,10324,14.40,70,0.15,1996-10-08,35,SAVEA,1,9,16,1
199,10324,9.60,30,0.00,1996-10-08,46,SAVEA,1,9,21,8
200,10324,44.00,40,0.15,1996-10-08,59,SAVEA,1,9,28,4
201,10324,35.10,80,0.15,1996-10-08,63,SAVEA,1,9,7,2
202,10325,20.00,6,0.00,1996-10-09,6,KOENE,3,1,3,2
203,10325,4.80,12,0.00,1996-10-09,13,KOENE,3,1,6,8
204,10325,18.60,9,0.00,1996-10-09,14,KOENE,3,1,6,7
205,10325,10.00,4,0.00,1996-10-09,31,KOENE,3,1,14,4
206,10325,27.80,40,0.00,1996-10-09,72,KOENE,3,1,14,4
207,10326,17.60,24,0.00,1996-10-10,4,BOLID,2,4,2,2
208,10326,15.60,16,0.00,1996-10-10,57,BOLID,2,4,26,5
209,10326,6.20,50,0.00,1996-10-10,75,BOLID,2,4,12,1
210,10327,15.20,25,0.20,1996-10-11,2,FOLKO,1,2,1,1
211,10327,16.80,50,0.20,1996-10-11,11,FOLKO,1,2,5,4
212,10327,20.70,35,0.20,1996-10-11,30,FOLKO,1,2,13,8
213,10327,10.60,30,0.20,1996-10-11,58,FOLKO,1,2,27,8
214,10328,44.00,9,0.00,1996-10-14,59,FURIB,3,4,28,4
215,10328,16.80,40,0.00,1996-10-14,65,FURIB,3,4,2,2
216,10328,10.00,10,0.00,1996-10-14,68,FURIB,3,4,8,3
217,10329,7.30,10,0.05,1996-10-15,19,SPLIR,2,4,8,3
218,10329,20.70,8,0.05,1996-10-15,30,SPLIR,2,4,13,8
219,10329,210.80,20,0.05,1996-10-15,38,SPLIR,2,4,18,1
220,10329,30.40,12,0.05,1996-10-15,56,SPLIR,2,4,26,5
221,10330,24.90,50,0.15,1996-10-16,26,LILAS,1,3,11,3
222,10330,27.80,25,0.15,1996-10-16,72,LILAS,1,3,14,4
223,10331,5.90,15,0.00,1996-10-16,54,BONAP,1,9,25,6
224,10332,50.00,40,0.20,1996-10-17,18,MEREP,2,3,7,8
225,10332,11.20,10,0.20,1996-10-17,42,MEREP,2,3,20,5
226,10332,7.60,16,0.20,1996-10-17,47,MEREP,2,3,22,3
227,10333,18.60,10,0.00,1996-10-18,14,WARTH,3,5,6,7
228,10333,8.00,10,0.10,1996-10-18,21,WARTH,3,5,8,3
229,10333,17.20,40,0.10,1996-10-18,71,WARTH,3,5,15,4
230,10334,5.60,8,0.00,1996-10-21,52,VICTE,2,8,24,5
231,10334,10.00,10,0.00,1996-10-21,68,VICTE,2,8,8,3
232,10335,15.20,7,0.20,1996-10-22,2,HUNGO,2,7,1,1
233,10335,10.00,25,0.20,1996-10-22,31,HUNGO,2,7,14,4
234,10335,25.60,6,0.20,1996-10-22,32,HUNGO,2,7,14,4
235,10335,42.40,48,0.20,1996-10-22,51,HUNGO,2,7,24,7
236,10336,17.60,18,0.10,1996-10-23,4,PRINI,2,7,2,2
237,10337,7.20,40,0.00,1996-10-24,23,FRANK,3,4,9,5
238,10337,24.90,24,0.00,1996-10-24,26,FRANK,3,4,11,3
239,10337,15.20,20,0.00,1996-10-24,36,FRANK,3,4,17,8
240,10337,20.80,28,0.00,1996-10-24,37,FRANK,3,4,17,8
241,10337,27.80,25,0.00,1996-10-24,72,FRANK,3,4,14,4
242,10338,31.20,20,0.00,1996-10-25,17,OLDWO,3,4,7,6
243,10338,20.70,15,0.00,1996-10-25,30,OLDWO,3,4,13,8
244,10339,17.60,10,0.00,1996-10-28,4,MEREP,2,2,2,2
245,10339,31.20,70,0.05,1996-10-28,17,MEREP,2,2,7,6
246,10339,39.40,28,0.00,1996-10-28,62,MEREP,2,2,29,3
247,10340,50.00,20,0.05,1996-10-29,18,BONAP,3,1,7,8
248,10340,7.70,12,0.05,1996-10-29,41,BONAP,3,1,19,8
249,10340,36.80,40,0.05,1996-10-29,43,BONAP,3,1,20,1
250,10341,2.00,8,0.00,1996-10-29,33,SIMOB,3,7,15,4
251,10341,44.00,9,0.15,1996-10-29,59,SIMOB,3,7,28,4
252,10342,15.20,24,0.20,1996-10-30,2,FRANK,2,4,1,1
253,10342,10.00,56,0.20,1996-10-30,31,FRANK,2,4,14,4
254,10342,15.20,40,0.20,1996-10-30,36,FRANK,2,4,17,8
255,10342,19.20,40,0.20,1996-10-30,55,FRANK,2,4,25,6
256,10343,26.60,50,0.00,1996-10-31,64,LEHMS,1,4,12,5
257,10343,10.00,4,0.05,1996-10-31,68,LEHMS,1,4,8,3
258,10343,14.40,15,0.00,1996-10-31,76,LEHMS,1,4,23,1
259,10344,17.60,35,0.00,1996-11-01,4,WHITC,2,4,2,2
260,10344,32.00,70,0.25,1996-11-01,8,WHITC,2,4,3,2
261,10345,32.00,70,0.00,1996-11-04,8,QUICK,2,2,3,2
262,10345,7.30,80,0.00,1996-11-04,19,QUICK,2,2,8,3
263,10345,11.20,9,0.00,1996-11-04,42,QUICK,2,2,20,5
264,10346,31.20,36,0.10,1996-11-05,17,RATTC,3,3,7,6
265,10346,30.40,20,0.00,1996-11-05,56,RATTC,3,3,26,5
266,10347,11.20,10,0.00,1996-11-06,25,FAMIA,3,4,11,3
267,10347,14.40,50,0.15,1996-11-06,39,FAMIA,3,4,18,1
268,10347,14.70,4,0.00,1996-11-06,40,FAMIA,3,4,19,8
269,10347,6.20,6,0.15,1996-11-06,75,FAMIA,3,4,12,1
270,10348,14.40,15,0.15,1996-11-07,1,WANDK,2,4,1,1
271,10348,7.20,25,0.00,1996-11-07,23,WANDK,2,4,9,5
272,10349,5.90,24,0.00,1996-11-08,54,SPLIR,1,7,25,6
273,10350,13.00,15,0.10,1996-11-11,50,LAMAI,2,6,23,3
274,10350,28.80,18,0.10,1996-11-11,69,LAMAI,2,6,15,4
275,10351,210.80,20,0.05,1996-11-11,38,ERNSH,1,1,18,1
276,10351,7.70,13,0.00,1996-11-11,41,ERNSH,1,1,19,8
277,10351,15.50,77,0.05,1996-11-11,44,ERNSH,1,1,20,2
278,10351,16.80,10,0.05,1996-11-11,65,ERNSH,1,1,2,2
279,10352,3.60,10,0.00,1996-11-12,24,FURIB,3,3,10,1
280,10352,5.90,20,0.15,1996-11-12,54,FURIB,3,3,25,6
281,10353,16.80,12,0.20,1996-11-13,11,PICCO,3,7,5,4
282,10353,210.80,50,0.20,1996-11-13,38,PICCO,3,7,18,1
283,10354,14.40,12,0.00,1996-11-14,1,PERIC,3,8,1,1
284,10354,99.00,4,0.00,1996-11-14,29,PERIC,3,8,12,6
285,10355,3.60,25,0.00,1996-11-15,24,AROUT,1,6,10,1
286,10355,15.60,25,0.00,1996-11-15,57,AROUT,1,6,26,5
287,10356,10.00,30,0.00,1996-11-18,31,WANDK,2,6,14,4
288,10356,19.20,12,0.00,1996-11-18,55,WANDK,2,6,25,6
289,10356,28.80,20,0.00,1996-11-18,69,WANDK,2,6,15,4
290,10357,24.80,30,0.20,1996-11-19,10,LILAS,3,1,4,8
291,10357,24.90,16,0.00,1996-11-19,26,LILAS,3,1,11,3
292,10357,27.20,8,0.20,1996-11-19,60,LILAS,3,1,28,4
293,10358,3.60,10,0.05,1996-11-20,24,LAMAI,1,5,10,1
294,10358,11.20,10,0.05,1996-11-20,34,LAMAI,1,5,16,1
295,10358,15.20,20,0.05,1996-11-20,36,LAMAI,1,5,17,8
296,10359,13.90,56,0.05,1996-11-21,16,SEVES,3,5,7,3
297,10359,10.00,70,0.05,1996-11-21,31,SEVES,3,5,14,4
298,10359,27.20,80,0.05,1996-11-21,60,SEVES,3,5,28,4
299,10360,36.40,30,0.00,1996-11-22,28,BLONP,3,4,12,7
300,10360,99.00,35,0.00,1996-11-22,29,BLONP,3,4,12,6
301,10360,210.80,10,0.00,1996-11-22,38,BLONP,3,4,18,1
302,10360,16.00,35,0.00,1996-11-22,49,BLONP,3,4,23,3
303,10360,5.90,28,0.00,1996-11-22,54,BLONP,3,4,25,6
304,10361,14.40,54,0.10,1996-11-22,39,QUICK,2,1,18,1
305,10361,27.20,55,0.10,1996-11-22,60,QUICK,2,1,28,4
306,10362,11.20,50,0.00,1996-11-25,25,BONAP,1,3,11,3
307,10362,42.40,20,0.00,1996-11-25,51,BONAP,1,3,24,7
308,10362,5.90,24,0.00,1996-11-25,54,BONAP,1,3,25,6
309,10363,10.00,20,0.00,1996-11-26,31,DRACD,3,4,14,4
310,10363,6.20,12,0.00,1996-11-26,75,DRACD,3,4,12,1
311,10363,14.40,12,0.00,1996-11-26,76,DRACD,3,4,23,1
312,10364,28.80,30,0.00,1996-11-26,69,EASTC,1,1,15,4
313,10364,17.20,5,0.00,1996-11-26,71,EASTC,1,1,15,4
314,10365,16.80,24,0.00,1996-11-27,11,ANTON,2,3,5,4
315,10366,16.80,5,0.00,1996-11-28,65,GALED,2,8,2,2
316,10366,10.40,5,0.00,1996-11-28,77,GALED,2,8,12,2
317,10367,11.20,36,0.00,1996-11-28,34,VAFFE,3,7,16,1
318,10367,5.90,18,0.00,1996-11-28,54,VAFFE,3,7,25,6
319,10367,16.80,15,0.00,1996-11-28,65,VAFFE,3,7,2,2
320,10367,10.40,7,0.00,1996-11-28,77,VAFFE,3,7,12,2
321,10368,8.00,5,0.10,1996-11-29,21,ERNSH,2,2,8,3
322,10368,36.40,13,0.10,1996-11-29,28,ERNSH,2,2,12,7
323,10368,15.60,25,0.00,1996-11-29,57,ERNSH,2,2,26,5
324,10368,26.60,35,0.10,1996-11-29,64,ERNSH,2,2,12,5
325,10369,99.00,20,0.00,1996-12-02,29,SPLIR,2,8,12,6
326,10369,30.40,18,0.25,1996-12-02,56,SPLIR,2,8,26,5
327,10370,14.40,15,0.15,1996-12-03,1,CHOPS,2,6,1,1
328,10370,26.60,30,0.00,1996-12-03,64,CHOPS,2,6,12,5
329,10370,8.00,20,0.15,1996-12-03,74,CHOPS,2,6,4,7
330,10371,15.20,6,0.20,1996-12-03,36,LAMAI,1,1,17,8
331,10372,64.80,12,0.25,1996-12-04,20,QUEEN,2,5,8,3
332,10372,210.80,40,0.25,1996-12-04,38,QUEEN,2,5,18,1
333,10372,27.20,70,0.25,1996-12-04,60,QUEEN,2,5,28,4
334,10372,27.80,42,0.25,1996-12-04,72,QUEEN,2,5,14,4
335,10373,10.60,80,0.20,1996-12-05,58,HUNGO,3,4,27,8
336,10373,17.20,50,0.20,1996-12-05,71,HUNGO,3,4,15,4
337,10374,10.00,30,0.00,1996-12-05,31,WOLZA,3,1,14,4
338,10374,10.60,15,0.00,1996-12-05,58,WOLZA,3,1,27,8
339,10375,18.60,15,0.00,1996-12-06,14,HUNGC,2,3,6,7
340,10375,5.90,10,0.00,1996-12-06,54,HUNGC,2,3,25,6
341,10376,10.00,42,0.05,1996-12-09,31,MEREP,2,1,14,4
342,10377,36.40,20,0.15,1996-12-09,28,SEVES,3,1,12,7
343,10377,14.40,20,0.15,1996-12-09,39,SEVES,3,1,18,1
344,10378,17.20,6,0.00,1996-12-10,71,FOLKO,3,5,15,4
345,10379,7.70,8,0.10,1996-12-11,41,QUEDE,1,2,19,8
346,10379,35.10,16,0.10,1996-12-11,63,QUEDE,1,2,7,2
347,10379,16.80,20,0.10,1996-12-11,65,QUEDE,1,2,2,2
348,10380,20.70,18,0.10,1996-12-12,30,HUNGO,3,8,13,8
349,10380,26.20,20,0.10,1996-12-12,53,HUNGO,3,8,24,6
350,10380,27.20,6,0.10,1996-12-12,60,HUNGO,3,8,28,4
351,10380,12.00,30,0.00,1996-12-12,70,HUNGO,3,8,7,1
352,10381,8.00,14,0.00,1996-12-12,74,LILAS,3,3,4,7
353,10382,17.00,32,0.00,1996-12-13,5,ERNSH,1,4,2,2
354,10382,50.00,9,0.00,1996-12-13,18,ERNSH,1,4,7,8
355,10382,99.00,14,0.00,1996-12-13,29,ERNSH,1,4,12,6
356,10382,2.00,60,0.00,1996-12-13,33,ERNSH,1,4,15,4
357,10382,8.00,50,0.00,1996-12-13,74,ERNSH,1,4,4,7
358,10383,4.80,20,0.00,1996-12-16,13,AROUT,3,8,6,8
359,10383,13.00,15,0.00,1996-12-16,50,AROUT,3,8,23,3
360,10383,30.40,20,0.00,1996-12-16,56,AROUT,3,8,26,5
361,10384,64.80,28,0.00,1996-12-16,20,BERGS,3,3,8,3
362,10384,27.20,15,0.00,1996-12-16,60,BERGS,3,3,28,4
363,10385,24.00,10,0.20,1996-12-17,7,SPLIR,2,1,3,7
364,10385,27.20,20,0.20,1996-12-17,60,SPLIR,2,1,28,4
365,10385,10.00,8,0.20,1996-12-17,68,SPLIR,2,1,8,3
366,10386,3.60,15,0.00,1996-12-18,24,FAMIA,3,9,10,1
367,10386,11.20,10,0.00,1996-12-18,34,FAMIA,3,9,16,1
368,10387,3.60,15,0.00,1996-12-18,24,SANTG,2,1,10,1
369,10387,36.40,6,0.00,1996-12-18,28,SANTG,2,1,12,7
370,10387,44.00,12,0.00,1996-12-18,59,SANTG,2,1,28,4
371,10387,17.20,15,0.00,1996-12-18,71,SANTG,2,1,15,4
